Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,market_value
Adam Hlozek,cz CZE,"RW,RM",22-129,"Sunday December 1, 2024",0,1,0.0,0.0,0.0,0.0,1,19,19,19,3,3,2,2,3,1,0.0,0.0,0.0,1,18,1,0,0,16,16,16,0,2,0,13,2,40.0,1,0,5,2,16,3,3,0,1,100.0,30.06.2029,11.672164575048832
Can Uzun,tr TUR,AM,19-034,"Sunday December 15, 2024",0,1,0.0,0.0,0.0,0.0,2,32,32,32,3,3,0,0,6,2,0.0,0.0,0.0,2,32,0,0,1,23,23,23,0,0,0,14,1,0.0,1,2,0,4,35,7,0,1,0,,30.06.2029,6.915070491710358
Can Uzun,tr TUR,AM,19-026,"Saturday December 7, 2024",1,2,0.1,0.1,0.1,0.1,1,7,7,7,0,0,0,0,3,1,0.1,0.1,0.0,0,7,0,0,2,6,6,6,0,0,0,6,2,,0,0,0,0,6,0,0,2,1,50.0,30.06.2029,44.11476366960834
Adam Hlozek,cz CZE,FW,22-275,"Saturday April 26, 2025",1,2,0.4,0.4,0.1,0.1,1,11,11,11,3,3,0,0,3,0,0.1,0.1,0.0,2,11,0,0,0,10,10,10,0,0,0,7,4,0.0,0,0,2,2,16,3,1,0,0,,30.06.2029,42.83517615009286
Robin Koch,de GER,CB,28-143,"Saturday December 7, 2024",0,0,0.0,0.0,0.0,0.0,0,88,88,88,6,6,0,0,48,9,0.0,0.0,0.0,3,85,3,0,0,78,78,78,0,2,0,2,0,,0,1,0,0,64,0,1,0,5,83.3,30.06.2030,11.566215112517073
Nicolas Seiwald,at AUT,"DM,CM",23-357,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,1,66,66,66,3,3,0,0,24,2,0.0,0.0,0.2,3,64,2,2,2,57,57,57,0,3,0,4,0,0.0,1,1,0,0,61,2,1,2,1,50.0,30.06.2028,17.36280355864797
Adam Hlozek,cz CZE,"FW,CM",22-037,"Saturday August 31, 2024",0,3,0.1,0.1,0.7,0.7,1,12,12,12,1,1,1,1,4,0,0.7,0.7,0.6,1,12,0,0,2,9,9,9,0,1,0,14,2,33.3,2,1,3,3,18,3,1,2,2,20.0,30.06.2029,25.284535085717632
Sacha Boey,fr FRA,RB,24-085,"Saturday December 7, 2024",0,0,0.0,0.0,0.0,0.0,0,110,110,110,5,5,1,1,30,2,0.0,0.0,0.1,10,101,9,0,3,104,104,104,0,0,0,47,0,100.0,0,1,3,0,96,13,0,3,1,50.0,30.06.2028,44.97387257118778
Sacha Boey,fr FRA,RB,24-078,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,0,29,29,29,4,4,0,0,10,1,0.0,0.0,0.0,1,25,4,0,2,25,25,25,0,0,0,17,2,0.0,1,0,2,0,22,5,0,2,0,0.0,30.06.2028,11.02916422919752
El Chadaille Bitshiabu,fr FRA,CB,19-345,"Saturday April 26, 2025",0,1,0.0,0.0,0.0,0.0,1,64,64,64,4,4,0,0,29,4,0.0,0.0,0.0,3,60,4,0,0,58,58,58,0,4,0,1,1,,0,0,0,0,52,0,1,0,3,75.0,30.06.2029,20.527181984174245
Amine Adli,ma MAR,FW,24-345,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,13,13,13,0,0,1,1,3,0,0.0,0.0,0.0,0,11,2,0,1,11,11,11,0,0,0,8,2,100.0,0,1,1,0,7,3,0,1,0,0.0,30.06.2030,5.476361011999462
Waldemar Anton,de GER,CB,28-274,"Sunday April 20, 2025",0,1,0.1,0.1,0.0,0.0,0,69,69,69,1,1,0,0,34,7,0.0,0.0,0.0,3,65,4,0,1,61,61,61,0,6,0,2,1,,0,0,1,1,51,1,0,1,2,33.3,30.06.2028,12.500832215968545
Robin Koch,de GER,CB,28-283,"Saturday April 26, 2025",1,1,0.4,0.4,0.0,0.0,0,34,34,34,2,2,0,0,19,4,0.0,0.0,0.0,0,33,1,0,0,28,28,28,0,8,0,1,1,,0,0,0,0,23,0,2,0,1,100.0,30.06.2030,41.07971054603719
Waldemar Anton,de GER,CB,28-266,"Saturday April 12, 2025",1,2,0.6,0.6,0.0,0.0,0,55,55,55,4,4,0,0,18,3,0.0,0.0,0.0,6,50,5,0,0,45,45,45,0,9,0,4,1,,0,0,0,0,42,0,0,0,1,50.0,30.06.2028,60.15526080835255
Carney Chukwuemeka,eng ENG,"RM,CM",21-174,"Saturday April 12, 2025",0,1,0.2,0.2,0.0,0.0,1,8,8,8,2,2,1,1,1,0,0.0,0.0,0.0,0,8,0,1,0,5,5,5,0,0,0,5,2,100.0,0,2,0,0,5,0,1,0,0,0.0,30.06.2028,22.39797496943612
Robin Koch,de GER,CB,28-151,"Sunday December 15, 2024",0,0,0.0,0.0,0.0,0.0,0,79,79,79,2,2,0,0,51,3,0.0,0.0,0.0,0,74,5,0,0,76,76,76,0,3,0,1,1,,0,0,1,0,67,0,2,0,1,33.3,30.06.2030,2.143188109356469
Robin Koch,de GER,CB,28-129,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,59,59,59,0,0,0,0,30,3,0.0,0.0,0.0,0,54,5,0,0,53,53,53,0,8,0,2,0,,0,1,0,0,41,0,1,0,2,100.0,30.06.2030,12.587103868448093
Amine Adli,ma MAR,"FW,AM",24-330,"Saturday April 5, 2025",0,1,0.1,0.1,0.0,0.0,0,34,34,34,2,2,4,4,9,0,0.0,0.0,0.0,1,34,0,0,5,24,24,24,0,0,0,22,2,66.7,2,3,3,1,37,8,2,5,1,25.0,30.06.2030,16.114976170479792
Can Uzun,tr TUR,RM,18-287,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,1,1,1,1,0,0,0,1,0,,0,0,0,1,4,0,0,1,0,,30.06.2029,5.984138608333781
El Chadaille Bitshiabu,fr FRA,CB,19-121,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,3,1,0.0,0.0,0.0,0,6,0,0,0,4,4,4,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,,30.06.2029,10.474365457137342
Amine Adli,ma MAR,AM,24-359,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,1,15,15,15,1,1,1,1,6,1,0.0,0.0,0.0,1,15,0,0,1,12,12,12,0,0,0,10,0,33.3,2,2,0,0,16,4,4,1,2,66.7,30.06.2030,-1.59537429225578
Waldemar Anton,de GER,CB,28-035,"Saturday August 24, 2024",0,2,0.0,0.0,0.0,0.0,1,96,96,96,7,7,0,0,45,4,0.0,0.0,0.0,8,96,0,0,1,86,86,86,0,4,0,11,3,0.0,1,1,0,0,88,0,1,1,3,100.0,30.06.2028,41.4650228804214
Noah Atubolu,de GER,GK,22-182,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,1,50,50,50,0,0,0,0,27,8,0.0,0.0,0.0,1,44,6,0,0,43,43,43,0,1,0,0,0,,0,0,0,0,35,0,0,0,0,,-,15.117232293275451
Robin Koch,de GER,CB,28-178,"Saturday January 11, 2025",0,0,0.0,0.0,0.0,0.0,3,111,111,111,2,2,0,0,54,2,0.0,0.0,0.0,2,103,8,0,0,105,105,105,0,9,0,1,0,,0,0,0,1,91,0,1,0,3,100.0,30.06.2030,6.643681253462556
Waldemar Anton,de GER,CB,28-259,"Saturday April 5, 2025",0,2,0.0,0.0,0.0,0.0,2,39,39,39,1,1,2,2,14,5,0.0,0.0,0.1,4,35,4,0,2,31,31,31,0,8,0,10,2,100.0,0,0,1,0,28,2,0,2,3,75.0,30.06.2028,29.347491691591863
Robin Koch,de GER,CB,28-262,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,1,86,86,86,7,7,0,0,44,2,0.0,0.0,0.0,7,86,0,0,0,81,81,81,0,7,0,4,1,,0,0,0,1,70,0,1,0,4,80.0,30.06.2030,23.096005679325042
Adam Hlozek,cz CZE,FW,22-073,"Sunday October 6, 2024",0,3,0.5,0.5,0.0,0.0,2,13,13,13,0,0,1,1,2,0,0.0,0.0,0.0,0,13,0,0,0,7,7,7,0,0,0,8,7,33.3,2,0,2,2,20,2,0,0,3,42.9,30.06.2029,30.109622684610592
Waldemar Anton,de GER,CB,28-126,"Saturday November 23, 2024",0,2,0.1,0.1,0.0,0.0,3,124,124,124,6,6,0,0,56,15,0.0,0.0,0.1,8,123,1,0,0,113,113,113,0,2,0,10,2,,0,3,0,2,114,0,0,0,2,100.0,30.06.2028,49.674569224058516
Noah Atubolu,de GER,GK,22-231,"Saturday January 11, 2025",0,0,0.0,0.0,0.0,0.0,0,46,46,46,0,0,0,0,11,10,0.0,0.0,0.0,1,35,10,0,0,24,24,24,1,3,0,0,0,,0,0,0,0,32,0,0,0,0,,-,18.507807700907467
Adam Hlozek,cz CZE,AM,22-170,"Saturday January 11, 2025",0,2,0.1,0.1,0.0,0.0,3,32,32,32,4,4,3,3,9,0,0.0,0.0,0.0,2,32,0,0,0,21,21,21,0,4,0,15,6,100.0,0,2,0,4,33,3,1,0,3,42.9,30.06.2029,52.66125067327354
Can Uzun,tr TUR,FW,18-323,"Sunday September 29, 2024",0,0,0.0,0.0,0.0,0.0,0,7,7,7,1,1,0,0,2,0,0.0,0.0,0.0,0,7,0,0,0,7,7,7,0,0,0,6,1,,0,1,1,0,8,0,0,0,0,,30.06.2029,17.4191843714123
Adam Hlozek,cz CZE,"LB,FW",22-254,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,1,1,1,1,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,1,0,100.0,0,0,0,0,1,0,0,0,0,,30.06.2029,3.1755276699187753
Robin Koch,de GER,CB,28-291,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,0,34,34,34,0,0,0,0,12,3,0.0,0.0,0.0,0,24,10,0,0,26,26,26,0,12,0,0,0,,0,0,0,0,13,0,2,0,8,100.0,30.06.2030,-2.724252872974205
Noah Atubolu,de GER,GK,22-154,"Saturday October 26, 2024",0,0,0.0,0.0,0.0,0.0,0,53,53,53,0,0,0,0,27,6,0.0,0.0,0.0,0,50,3,0,0,37,37,37,0,1,1,0,0,,0,0,0,0,40,0,0,0,0,,-,24.2050622745062
Nicolas Seiwald,at AUT,DM,23-336,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,3,58,58,58,7,7,0,0,26,0,0.0,0.0,0.1,8,57,0,1,0,51,51,51,1,0,0,10,0,,0,2,0,0,43,1,2,0,1,100.0,30.06.2028,36.17247930502213
Robin Koch,de GER,CB,28-081,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,0,41,41,41,1,1,0,0,14,3,0.0,0.0,0.0,0,37,4,0,0,36,36,36,0,5,0,0,0,,0,0,0,0,31,0,0,0,0,,30.06.2030,7.582656901681407
Carney Chukwuemeka,eng ENG,CM,21-167,"Saturday April 5, 2025",1,1,0.1,0.1,0.2,0.2,3,20,20,20,6,6,2,2,4,0,0.2,0.2,0.3,3,20,0,1,0,19,19,19,0,0,0,14,0,50.0,2,3,5,5,23,4,1,0,1,50.0,30.06.2028,21.86366299382481
Adam Hlozek,cz CZE,FW,22-288,"Friday May 9, 2025",0,2,0.2,0.2,0.1,0.1,5,22,22,22,1,1,3,3,4,1,0.1,0.1,0.1,0,22,0,0,1,17,17,17,0,0,0,19,9,50.0,3,4,3,1,26,7,0,1,1,33.3,30.06.2029,48.62687325860948
Waldemar Anton,de GER,CB,28-155,"Sunday December 22, 2024",0,0,0.0,0.0,0.0,0.0,1,11,11,11,1,1,1,1,5,0,0.0,0.0,0.0,0,11,0,0,0,10,10,10,0,5,0,0,0,100.0,0,0,0,0,7,0,0,0,0,,30.06.2028,-0.9294246868815872
Robin Koch,de GER,CB,28-038,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,1,45,45,45,4,4,0,0,20,8,0.0,0.0,0.0,6,43,2,0,0,40,40,40,0,4,0,3,2,0.0,1,0,0,0,38,1,1,0,1,25.0,30.06.2030,26.471399357785806
Nicolas Seiwald,at AUT,"CB,RB,CM",23-230,"Friday December 20, 2024",0,0,0.0,0.0,0.0,0.0,1,33,33,33,3,3,0,0,11,2,0.0,0.0,0.0,2,29,4,0,2,25,25,25,0,3,1,4,0,,0,0,0,0,21,0,1,2,1,50.0,30.06.2028,20.826186678395665
Nicolas Seiwald,at AUT,RB,23-210,"Saturday November 30, 2024",0,0,0.0,0.0,0.1,0.1,1,53,53,53,6,6,0,0,25,4,0.1,0.1,0.1,7,43,9,0,5,37,37,37,1,0,0,14,0,0.0,1,2,0,0,37,6,0,5,0,0.0,30.06.2028,10.213875472313575
Nicolas Seiwald,at AUT,"CM,DM",23-364,"Saturday May 3, 2025",0,0,0.0,0.0,0.0,0.0,1,36,36,36,4,4,0,0,11,0,0.0,0.0,0.0,2,36,0,0,0,28,28,28,0,4,0,6,1,,0,1,1,0,21,1,2,0,2,50.0,30.06.2028,10.898416198739678
Amine Adli,ma MAR,"WB,AM,FW",24-337,"Saturday April 12, 2025",0,1,0.1,0.1,0.0,0.0,2,19,19,19,1,1,1,1,6,0,0.0,0.0,0.0,2,19,0,0,2,16,16,16,0,0,0,20,1,33.3,2,2,0,1,17,5,1,2,0,0.0,30.06.2030,18.050360117267875
Can Uzun,tr TUR,WB,19-040,"Saturday December 21, 2024",0,4,0.5,0.5,0.2,0.2,7,29,29,29,4,4,1,1,15,2,0.2,0.2,0.4,3,27,2,0,5,21,21,21,0,0,0,26,7,100.0,0,0,2,0,25,2,0,5,0,,30.06.2029,56.994301360397685
Robin Koch,de GER,CB,28-157,"Saturday December 21, 2024",0,3,0.2,0.2,0.1,0.1,2,79,79,79,2,2,0,0,45,4,0.1,0.1,0.0,14,74,5,0,1,71,71,71,0,2,1,13,3,,0,3,2,0,57,1,1,1,4,50.0,30.06.2030,57.488256518065924
Waldemar Anton,de GER,CB,28-098,"Saturday October 26, 2024",0,0,0.0,0.0,0.0,0.0,1,87,87,87,2,2,0,0,58,4,0.0,0.0,0.0,0,86,1,0,0,85,85,85,0,0,0,0,0,,0,0,0,0,78,0,0,0,1,33.3,30.06.2028,5.025217576121788
Sacha Boey,fr FRA,RB,23-347,"Sunday August 25, 2024",0,0,0.0,0.0,0.9,0.9,3,35,35,35,0,0,3,3,5,1,0.9,0.9,0.6,0,26,9,0,2,28,28,28,0,1,0,20,2,50.0,3,1,1,0,27,7,2,2,1,100.0,30.06.2028,65.48175329105266
Robin Koch,de GER,CB,28-094,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,1,65,65,65,6,6,0,0,23,7,0.0,0.0,0.0,6,62,2,0,0,61,61,61,1,8,1,0,0,,0,0,0,0,56,0,0,0,0,0.0,30.06.2030,33.53002812597287
Waldemar Anton,de GER,CB,28-090,"Friday October 18, 2024",0,2,0.0,0.0,0.0,0.0,5,184,184,184,10,10,1,1,105,10,0.0,0.0,0.1,15,180,4,1,3,171,171,171,0,1,0,19,3,50.0,0,4,1,0,169,1,1,3,2,100.0,30.06.2028,64.19043292675582
Can Uzun,tr TUR,"LM,LB",18-343,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,2,2,0,0,2,1,0.0,0.0,0.0,1,6,0,0,0,5,5,5,0,0,0,1,0,,0,0,0,0,5,0,1,0,1,100.0,30.06.2029,17.064070313556755
Adam Hlozek,cz CZE,FW,22-149,"Saturday December 21, 2024",0,4,1.1,1.1,0.0,0.0,2,22,22,22,2,2,0,0,3,0,0.0,0.0,0.1,1,22,0,0,2,15,15,15,0,1,0,22,11,,0,1,2,2,28,10,1,2,1,25.0,30.06.2029,62.01335621791412
Adam Hlozek,cz CZE,RW,22-261,"Saturday April 12, 2025",0,1,0.1,0.1,0.1,0.1,1,8,8,8,0,0,0,0,1,1,0.1,0.1,0.0,1,8,0,0,0,4,4,4,0,2,0,5,3,,0,1,0,1,7,0,0,0,0,0.0,30.06.2029,33.051438843877946
Carney Chukwuemeka,eng ENG,AM,21-195,"Saturday May 3, 2025",0,0,0.0,0.0,0.0,0.0,1,7,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0,7,0,0,0,4,4,4,0,0,0,4,0,,0,1,0,0,7,0,0,0,0,,30.06.2028,12.248102684770297
Waldemar Anton,de GER,CB,28-287,"Saturday May 3, 2025",0,0,0.0,0.0,0.0,0.0,1,65,65,65,2,2,1,1,39,3,0.0,0.0,0.0,3,65,0,0,0,60,60,60,0,8,0,0,0,100.0,0,0,0,0,49,0,2,0,4,100.0,30.06.2028,4.364852800520092
El Chadaille Bitshiabu,fr FRA,CB,19-330,"Friday April 11, 2025",0,0,0.0,0.0,0.0,0.0,2,51,51,51,3,3,0,0,21,7,0.0,0.0,0.1,5,46,5,0,0,42,42,42,0,6,0,2,0,,0,0,0,0,39,0,2,0,2,66.7,30.06.2029,24.541931641230782
Nicolas Seiwald,at AUT,"DM,RM",23-342,"Friday April 11, 2025",0,1,0.1,0.1,0.0,0.0,1,52,52,52,3,3,0,0,16,4,0.0,0.0,0.0,8,47,4,0,1,42,42,42,1,2,0,15,0,,0,1,0,0,40,0,1,1,1,25.0,30.06.2028,42.86787513302623
Amine Adli,ma MAR,AM,24-162,"Saturday October 19, 2024",0,1,0.0,0.0,0.0,0.0,6,49,49,49,5,5,3,3,9,1,0.0,0.0,0.4,1,48,1,0,6,40,40,40,0,1,0,36,3,100.0,0,2,1,0,46,17,0,6,0,,30.06.2030,25.46746822837065
El Chadaille Bitshiabu,fr FRA,CB,19-163,"Saturday October 26, 2024",0,1,0.0,0.0,0.1,0.1,1,7,7,7,0,0,1,1,2,0,0.1,0.1,0.0,0,6,1,0,0,5,5,5,0,1,0,1,1,100.0,0,0,0,0,4,0,0,0,0,,30.06.2029,12.850164052000121
Noah Atubolu,de GER,GK,22-210,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,0,45,45,45,0,0,0,0,23,9,0.0,0.0,0.0,1,36,8,0,0,35,35,35,1,0,0,0,0,,0,0,0,0,29,0,0,0,0,,-,16.23666797665041
Sacha Boey,fr FRA,RB,24-232,"Saturday May 3, 2025",0,1,0.0,0.0,0.0,0.0,1,34,34,34,5,5,0,0,16,1,0.0,0.0,0.4,3,31,3,0,0,31,31,31,0,1,0,14,1,0.0,1,1,1,0,27,5,2,0,0,0.0,30.06.2028,11.562251683888514
Noah Atubolu,de GER,GK,22-119,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,1,56,56,56,0,0,0,0,29,12,0.0,0.0,0.0,0,51,5,0,0,44,44,44,0,2,0,0,0,,0,0,0,0,35,0,0,0,0,,-,17.70189537263527
Robin Koch,de GER,CB,28-137,"Sunday December 1, 2024",0,0,0.0,0.0,0.0,0.0,1,54,54,54,5,5,0,0,26,10,0.0,0.0,0.0,5,48,6,0,0,54,54,54,0,4,0,0,0,,0,0,1,0,36,0,1,0,0,0.0,30.06.2030,12.996533524294534
Noah Atubolu,de GER,GK,22-259,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,47,47,47,0,0,0,0,22,11,0.0,0.0,0.0,1,41,6,0,0,37,37,37,0,0,0,0,0,,0,0,0,0,35,0,0,0,0,,-,18.57268106431425
El Chadaille Bitshiabu,fr FRA,CB,19-135,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,9,9,9,1,1,0,0,3,0,0.0,0.0,0.0,0,9,0,0,0,6,6,6,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,,30.06.2029,9.121165940808194
Nicolas Seiwald,at AUT,CM,23-147,"Saturday September 28, 2024",0,0,0.0,0.0,0.1,0.1,2,75,75,75,12,12,0,0,30,4,0.1,0.1,0.1,8,72,3,0,0,63,63,63,0,2,0,10,0,,0,3,1,1,57,2,3,0,1,100.0,30.06.2028,24.38385110628606
Adam Hlozek,cz CZE,FW,22-296,"Saturday May 17, 2025",0,1,0.1,0.1,0.0,0.0,0,27,27,27,2,2,0,0,4,4,0.0,0.0,0.0,2,21,5,0,1,20,20,20,1,0,0,9,2,0.0,1,0,3,1,22,4,0,1,4,80.0,30.06.2029,3.193658914702498
Carney Chukwuemeka,eng ENG,AM,21-209,"Saturday May 17, 2025",0,0,0.0,0.0,0.0,0.0,0,12,12,12,0,0,1,1,1,0,0.0,0.0,0.0,0,12,0,0,0,11,11,11,0,0,0,12,2,100.0,0,0,0,0,13,3,1,0,0,0.0,30.06.2028,21.959271763645425
Waldemar Anton,de GER,CB,28-064,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,0,50,50,50,1,1,1,1,26,2,0.0,0.0,0.0,1,44,6,0,0,45,45,45,0,4,0,1,0,100.0,0,0,2,0,38,0,0,0,2,66.7,30.06.2028,-5.290595361813789
Adam Hlozek,cz CZE,LW,22-198,"Saturday February 8, 2025",0,4,0.4,0.4,0.3,0.3,5,29,29,29,3,3,2,2,10,1,0.3,0.3,0.0,3,28,1,0,1,20,20,20,0,0,0,24,5,50.0,2,2,3,1,37,6,0,1,2,100.0,30.06.2029,58.25280703613524
Noah Atubolu,de GER,GK,22-167,"Friday November 8, 2024",0,0,0.0,0.0,0.0,0.0,0,63,63,63,0,0,0,0,29,11,0.0,0.0,0.0,1,58,5,0,0,51,51,51,0,1,0,0,0,,0,0,0,0,36,0,0,0,0,,-,19.37229166254921
Amine Adli,ma MAR,FW,24-281,"Saturday February 15, 2025",0,1,0.4,0.4,0.0,0.0,1,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,4,1,,0,0,1,0,3,3,0,0,0,0.0,30.06.2030,11.446402112016475
Nicolas Seiwald,at AUT,CM,23-273,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,0,33,33,33,2,2,0,0,15,3,0.0,0.0,0.0,1,32,1,0,0,27,27,27,0,6,0,4,0,,0,0,0,0,23,0,0,0,0,0.0,30.06.2028,20.34166093469797
Adam Hlozek,cz CZE,FW,22-100,"Saturday November 2, 2024",0,2,0.1,0.1,0.1,0.1,2,9,9,9,2,2,1,1,1,1,0.1,0.1,0.2,1,9,0,0,0,7,7,7,0,0,0,5,2,100.0,0,0,1,3,12,4,0,0,1,100.0,30.06.2029,10.302172591984725
Waldemar Anton,de GER,"CB,LB",28-196,"Saturday February 1, 2025",0,2,0.4,0.4,0.5,0.5,5,110,110,110,11,11,4,4,50,7,0.5,0.5,0.0,4,107,3,0,0,107,107,107,0,7,0,3,2,100.0,0,0,0,2,100,0,1,0,5,83.3,30.06.2028,67.26571666685005
Noah Atubolu,de GER,GK,22-266,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,30,30,30,0,0,0,0,16,5,0.0,0.0,0.0,1,27,3,0,0,25,25,25,0,0,0,0,0,,0,0,0,0,19,0,0,0,0,,-,13.508189722742351
El Chadaille Bitshiabu,fr FRA,CB,19-261,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,0,30,30,30,3,3,0,0,9,2,0.0,0.0,0.0,1,29,1,0,0,22,22,22,0,8,0,1,0,,0,0,0,0,21,0,0,0,1,50.0,30.06.2029,19.90045276243662
Can Uzun,tr TUR,FW,19-089,"Saturday February 8, 2025",0,4,0.3,0.3,0.3,0.3,4,17,17,17,3,3,2,2,2,1,0.3,0.3,0.1,1,15,2,0,3,12,12,12,0,1,0,12,4,100.0,0,1,2,0,19,2,1,3,1,100.0,30.06.2029,41.78154006419183
Nicolas Seiwald,at AUT,CM,23-141,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,3,76,76,76,11,11,0,0,25,6,0.0,0.0,0.0,6,76,0,0,0,68,68,68,0,0,0,5,0,,0,0,1,2,61,3,0,0,3,60.0,30.06.2028,7.99756920760823
El Chadaille Bitshiabu,fr FRA,CB,19-269,"Sunday February 9, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,2,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,4,0,0,0,,0,0,0,0,2,0,0,0,0,,30.06.2029,11.856951999105393
Sacha Boey,fr FRA,RB,24-147,"Friday February 7, 2025",0,1,0.0,0.0,0.0,0.0,2,78,78,78,9,9,0,0,20,0,0.0,0.0,0.1,9,74,4,0,2,74,74,74,0,0,0,40,3,0.0,3,3,0,2,73,10,1,2,0,0.0,30.06.2028,44.86146869021683
Noah Atubolu,de GER,GK,22-162,"Sunday November 3, 2024",0,0,0.0,0.0,0.0,0.0,0,48,48,48,0,0,0,0,18,12,0.0,0.0,0.0,2,40,8,0,0,35,35,35,0,1,0,0,0,,0,0,0,0,25,0,0,0,0,,-,21.699673748210955
Nicolas Seiwald,at AUT,CB,23-301,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,19,19,19,1,1,1,1,5,0,0.0,0.0,0.0,2,18,1,0,1,15,15,15,0,3,0,5,0,100.0,0,1,0,0,9,1,0,1,1,50.0,30.06.2028,9.600194953073292
Sacha Boey,fr FRA,RW,24-155,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,1,0,1,0,,0,0,0,0,1,1,0,0,0,0.0,30.06.2028,5.777059497042792
El Chadaille Bitshiabu,fr FRA,CB,19-289,"Saturday March 1, 2025",0,0,0.0,0.0,0.2,0.2,1,54,54,54,4,4,0,0,28,1,0.2,0.2,0.2,3,51,2,1,0,45,45,45,1,6,0,1,0,,0,0,0,0,45,0,0,0,1,100.0,30.06.2029,39.10945857712265
Robin Koch,de GER,CB,28-108,"Saturday November 2, 2024",0,0,0.0,0.0,0.0,0.0,2,88,88,88,10,10,1,1,35,12,0.0,0.0,0.0,9,86,2,0,0,77,77,77,0,3,0,3,2,100.0,0,1,0,0,75,0,0,0,3,100.0,30.06.2030,35.950283855472
Carney Chukwuemeka,eng ENG,AM,21-125,"Saturday February 22, 2025",0,0,0.0,0.0,0.2,0.2,3,14,14,14,3,3,1,1,3,0,0.2,0.2,0.2,1,14,0,1,0,10,10,10,0,1,0,10,1,50.0,0,1,0,0,14,2,0,0,0,0.0,30.06.2028,39.092475098617435
Amine Adli,ma MAR,FW,24-288,"Saturday February 22, 2025",1,2,0.4,0.4,0.0,0.0,1,23,23,23,2,2,0,0,2,0,0.0,0.0,0.0,0,22,0,0,3,11,11,11,1,0,0,24,8,0.0,1,0,4,0,22,9,1,3,2,50.0,30.06.2030,44.7587814885041
El Chadaille Bitshiabu,fr FRA,CB,19-283,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,1,14,14,14,6,6,0,0,11,0,0.0,0.0,0.0,5,14,0,0,0,14,14,14,0,1,0,1,0,,0,0,2,0,13,0,0,0,0,0.0,30.06.2029,7.977053548413307
